number,category
6885621468,not spam
9070549729,spam
6856646416,not spam
9670016408,not spam
9739207810,not spam
7603578537,spam
8321743095,spam
7580391577,not spam
6403191791,spam
9313708973,not spam
6309392589,not spam
9469965191,not spam
8915026771,spam
8902649409,not spam
7414922466,spam
8779724990,spam
7105628965,not spam
6013611058,spam
9963695692,not spam
7618038447,not spam
7548036120,not spam
9065937381,not spam
9247763317,not spam
9269917808,spam
8737263031,spam
9874617700,not spam
9862766301,not spam
8131083053,not spam
7446269047,not spam
7107396603,not spam
6618992402,spam
9618560888,not spam
7935286144,not spam
7434304030,not spam
7712031857,not spam
7798981524,not spam
7737483705,spam
8322793138,not spam
6292222519,not spam
6722013373,not spam
8144137090,not spam
8281908161,not spam
9740057573,not spam
9400267386,not spam
9742103816,not spam
7924688528,not spam
9271961513,not spam
6193992996,not spam
7565894039,spam
9072331548,not spam
7187572689,not spam
7749230663,not spam
7070432036,not spam
6758519392,not spam
9000596054,not spam
6265609023,not spam
7607990912,spam
7222579862,not spam
6726652942,not spam
8971227781,spam
6929578761,not spam
8032538204,not spam
8079706326,not spam
7725937561,spam
8591088426,not spam
7119936590,spam
7296234365,not spam
7240341621,not spam
7745541868,not spam
6901997801,not spam
7264910577,spam
9207641053,not spam
6467879957,not spam
8223965689,not spam
7575894255,spam
9661360355,not spam
9267113811,spam
8139842426,not spam
6568618827,not spam
6672266848,spam
7475732798,not spam
7027592658,spam
6653826566,not spam
7809301111,spam
7695210140,not spam
7617237590,spam
8314945943,not spam
6095779940,not spam
7798381263,not spam
8697350361,not spam
6473725938,not spam
9647622269,spam
6851035124,not spam
8338062856,not spam
9905185719,not spam
8200124226,spam
8165783509,not spam
9158755733,not spam
6749973368,not spam
7715645620,spam
9691859726,not spam
8108174146,not spam
9336446035,spam
9327891111,spam
6932722466,not spam
6353347536,not spam
6215211809,spam
8575018006,not spam
6363656292,not spam
7315178994,not spam
6110829455,not spam
8697965857,not spam
9368957745,not spam
9309579755,spam
9777990598,not spam
7004884555,not spam
9188497099,not spam
8812724193,not spam
7533663881,not spam
9015311841,not spam
8764218147,spam
8364025891,spam
9858786883,spam
6770445404,not spam
6900698099,spam
6328748409,spam
7883586678,not spam
8764069138,spam
6203618943,not spam
6749440238,spam
6135539844,spam
7922489526,spam
6374943724,not spam
8177649715,not spam
7215768526,not spam
9952945841,not spam
8435858503,not spam
6383298587,spam
7475988733,not spam
8435778806,not spam
6444604136,not spam
9395925876,not spam
7972245645,spam
6555185640,spam
7823317327,not spam
6645791394,not spam
8293266211,not spam
7677615861,spam
8451797152,not spam
6246781859,not spam
7020272391,not spam
9280095498,spam
8060879548,not spam
9575167482,not spam
7381067495,spam
6161699381,not spam
9005032900,not spam
9035243224,spam
8279881055,not spam
7529827099,not spam
8925818359,not spam
7904874301,not spam
9433778060,not spam
9045818880,spam
7392947551,not spam
8618942273,not spam
7420657223,spam
6741956171,not spam
6411010595,spam
9797405981,spam
8745471069,not spam
9568992270,not spam
7069825654,not spam
8009642729,spam
6113092492,not spam
6635957533,not spam
6757097820,not spam
7587722973,spam
6037044553,spam
6894507530,not spam
6991632801,spam
9125608529,not spam
8035089782,not spam
7917273963,spam
8900678003,spam
8126247140,not spam
7805978606,not spam
9500659040,not spam
7262332747,not spam
7619382718,not spam
7856939943,spam
7858669152,not spam
8232591068,spam
9502271374,not spam
6020485605,not spam
7338512494,not spam
9613346689,spam
8009695694,not spam
9647069694,not spam
7206719126,not spam
8501721360,spam
9584372929,not spam
6892076987,not spam
7110984882,not spam
8617065986,spam
8777045296,not spam
7656222275,not spam
7165570487,not spam
9523151768,not spam
8596906832,not spam
6956409851,not spam
9469458797,spam
6823916221,not spam
7690135762,not spam
9618308978,not spam
9496622380,spam
8340680569,not spam
9702873523,not spam
8636024364,not spam
9288815548,not spam
8044991330,not spam
6476755643,not spam
7021667091,not spam
7214258169,spam
8462432051,spam
6972951292,not spam
6980210596,not spam
8567133702,not spam
6519125648,not spam
6752823931,not spam
6205527319,spam
6771829415,not spam
6670354779,not spam
9832178076,spam
9439558666,not spam
9851492064,not spam
9257563434,spam
7075163972,not spam
8647647786,spam
7753360405,not spam
7074758082,not spam
8393869601,spam
6122582123,not spam
6078385600,spam
6747422524,spam
6182673790,not spam
6307758334,spam
7698272219,spam
8112855470,spam
9866047753,not spam
8761460786,not spam
8948473566,spam
6859012657,not spam
9977190091,spam
9864473462,spam
6692587209,not spam
9310489032,spam
7761609704,not spam
7270204383,not spam
8542831496,not spam
6065527679,spam
6453939892,not spam
7791302995,not spam
9135488370,spam
7844286808,not spam
6859115788,not spam
6919666270,spam
7506193022,not spam
7712766667,not spam
6588299784,not spam
8873456480,not spam
9196492630,not spam
7574254206,not spam
9050684207,not spam
9083811757,not spam
9670563227,not spam
7407523047,not spam
6209552203,not spam
7915330193,spam
7821682958,not spam
7229594085,not spam
7595454074,not spam
7754094149,not spam
9070982764,not spam
9600325672,not spam
6509632293,spam
9378808984,spam
7381055365,not spam
8922840161,spam
8450076970,not spam
8221211591,spam
8992117816,not spam
9723032396,spam
6015095741,not spam
9652511366,spam
9615014455,not spam
6767576179,not spam
8592128698,spam
8903360510,not spam
9399510008,not spam
6097248894,not spam
8487435874,spam
7638644736,not spam
6527597617,spam
8516569969,not spam
8701630334,not spam
7116234374,not spam
7137371618,not spam
8436693572,not spam
9570971768,not spam
7092670724,not spam
6648256847,spam
8954137492,not spam
8514089151,not spam
6623225595,not spam
7779325115,not spam
9545516293,not spam
9280313250,not spam
8332537457,spam
7109608299,spam
8625354130,spam
8746793170,spam
9505651127,not spam
9244609264,not spam
7746034367,not spam
7015652776,spam
6527214737,spam
7527464096,spam
7071753445,not spam
6304688330,not spam
8187476809,spam
9227791223,spam
6500547020,spam
9621164499,spam
6579012395,not spam
8580298000,not spam
8431369559,not spam
6188259676,not spam
8671821492,not spam
8887156158,not spam
9277092959,not spam
9334205814,spam
6489320726,not spam
6964960548,spam
8306868606,not spam
6452634232,not spam
6927400592,not spam
7885107331,not spam
9755254593,not spam
8562391099,not spam
7282701623,spam
7398528326,not spam
6148442081,not spam
9655886699,spam
7110266645,not spam
9543933814,spam
9376481753,spam
8009909653,not spam
9287459503,not spam
9181746486,not spam
8982005899,spam
8485376095,not spam
7325843261,not spam
6955565476,not spam
6939503655,not spam
7408022897,not spam
6828877857,not spam
9183205609,not spam
8736146771,not spam
7360364358,spam
7818424744,spam
6615527840,spam
9214260853,spam
9260227886,not spam
6960725441,spam
8593948942,not spam
8559947170,not spam
9104660260,spam
6843242804,not spam
8569188754,not spam
7078638959,not spam
8743478955,not spam
6838457701,not spam
9150336162,not spam
6658987309,not spam
8133793396,not spam
7925646060,not spam
9079230631,spam
9336171287,not spam
8865935544,spam
7965035655,spam
9564181520,spam
9863829781,not spam
9320656967,spam
6690398679,spam
7250935484,not spam
9823436365,not spam
6677948833,spam
7162816488,not spam
8356445819,spam
6008771457,not spam
6721633659,not spam
8891596169,spam
9530141304,not spam
7261024835,spam
8190971124,not spam
9343224681,spam
8616549536,not spam
8722300637,not spam
9196265368,not spam
7985248329,not spam
7837010019,not spam
8904357241,not spam
9209955164,not spam
9385148390,spam
7253349264,not spam
7110470840,spam
9143918235,not spam
9640928396,spam
6078705845,spam
6426053076,not spam
9982858477,not spam
9036325106,spam
8784401587,spam
7854700620,spam
8445555399,spam
6436591037,spam
6338628394,spam
8278178591,not spam
8422110140,spam
9153682783,not spam
7605665404,not spam
7047772580,not spam
6764439015,spam
8851111947,not spam
6447182099,not spam
9103307852,spam
6297505192,spam
7673931968,spam
9533510536,not spam
8613574799,not spam
9678671294,spam
9962972596,not spam
6216904091,spam
7616643947,not spam
6110236032,spam
9759872535,spam
8225798637,not spam
9902424478,spam
6849896484,spam
7536884085,not spam
9534611209,spam
7815796633,spam
8013125593,spam
7962021841,not spam
6622873357,not spam
7413119287,not spam
8150861936,not spam
7114895516,spam
8689412601,not spam
7498931756,not spam
8402490708,not spam
9985608350,not spam
6094109259,spam
9770816172,not spam
6513479217,not spam
6578544549,not spam
6552516488,not spam
7864594466,not spam
9055551272,spam
6835396472,not spam
7474166967,not spam
6395623036,not spam
6004619919,not spam
8475052739,spam
8547595185,not spam
6790780186,not spam
7243973178,not spam
6471664918,not spam
6227103194,not spam
8181480409,spam
7874213530,not spam
9290917819,not spam
7615624832,spam
7281831481,not spam
6995854671,not spam
9232761973,spam
8418951315,not spam
8413663946,spam
8461408301,not spam
6110883400,not spam
6844624338,spam
6090338596,not spam
7948490055,not spam
6297722206,spam
6617372205,not spam
9938280774,spam
7548200056,spam
9621607466,not spam
9249895118,spam
9786289578,not spam
6218340795,not spam
7084916459,spam
7701300496,not spam
7530535366,spam
6680161683,not spam
8692779837,spam
9340942799,not spam
8489294922,spam
8604938093,spam
8314512674,not spam
8585144835,not spam
8205606037,not spam
6273327560,spam
8103202503,not spam
9696610045,not spam
9288003223,spam
7595848292,spam
6216960492,not spam
9446630851,not spam
6550003758,not spam
7737608668,not spam
8887204729,spam
7854265544,not spam
8278013837,not spam
7932693709,spam
8345023977,not spam
7524975665,not spam
9123613917,not spam
8821919575,not spam
8030171332,not spam
7498685959,not spam
8684068001,not spam
9126154613,not spam
8860332259,spam
9222795304,spam
9198199364,not spam
6372708149,spam
6232378641,spam
6605904192,not spam
6972424177,not spam
7482932838,not spam
9198324156,spam
6279376780,not spam
6066635316,not spam
8405448855,not spam
9349086692,spam
9118842203,not spam
6633613124,spam
9921990622,not spam
9866217367,spam
8497494940,not spam
7751536306,spam
9235235253,not spam
9637595052,not spam
6393840151,not spam
7729713860,spam
6957822194,not spam
8362769071,not spam
6273749044,not spam
8076416145,spam
9126213558,not spam
8699435772,not spam
6404262796,not spam
9201603664,not spam
6517482269,spam
9383156109,spam
9926357924,not spam
7989630044,not spam
7090426585,not spam
7696902730,not spam
9507886364,not spam
7387882077,not spam
9628514484,spam
6523087802,not spam
6914856641,not spam
7661008471,not spam
9720983080,spam
8706010468,not spam
7850604194,spam
7696388746,not spam
6311391550,not spam
7481914317,not spam
9516804203,not spam
6123122088,spam
8573219619,spam
6047465114,spam
6409836125,not spam
7872486407,not spam
7067799045,not spam
8788398158,spam
7367725113,not spam
6420041001,not spam
7909112923,spam
6769836030,not spam
9979051206,not spam
6063982275,spam
8560694438,not spam
8472205652,spam
6311994430,spam
8654291228,not spam
7437038895,spam
7282594711,spam
6375057366,spam
6189276653,not spam
8262352595,not spam
8069972007,spam
6795522344,spam
9920962275,not spam
9173276636,not spam
7650367211,not spam
7706285941,not spam
8940952627,not spam
6894617198,not spam
6275194883,not spam
6348629152,not spam
9347240675,not spam
6297279058,spam
7771750910,spam
6484900361,spam
7317242784,not spam
6975427954,spam
8396707962,not spam
9773185582,not spam
9411791809,not spam
9861291974,spam
6058333906,not spam
9887999764,not spam
6038100589,not spam
6415887809,spam
7233949572,not spam
7571472116,not spam
9155000776,not spam
9602441435,not spam
9565680612,not spam
6426820863,spam
7491931957,spam
6000257798,not spam
7288640159,not spam
9853652195,spam
9489971665,not spam
7721314408,spam
9742344503,not spam
8231421109,not spam
9318239755,spam
6265190373,spam
9755192014,not spam
7352432024,not spam
9438476833,not spam
6818300617,not spam
7811605118,not spam
9415076038,not spam
6810110022,spam
9038874324,not spam
7145945496,not spam
6014841183,spam
6623176993,spam
8101535461,not spam
7433370044,spam
6508459494,spam
7616448230,not spam
6698059584,spam
6529293477,spam
8861291930,spam
6946891147,not spam
6178764999,not spam
7439283707,not spam
6958319088,not spam
8032856608,not spam
6499144473,not spam
8817987985,spam
6286845484,spam
9898716577,not spam
7159530040,not spam
9604784927,not spam
7771737084,spam
7030443517,not spam
7111949438,not spam
9076338203,not spam
7185599109,spam
9698820056,spam
7223763012,spam
9594133436,spam
7900271991,spam
8158295207,spam
8302277742,not spam
6067112064,not spam
9482760760,not spam
8149834003,not spam
8580303927,not spam
6778761938,not spam
8394017353,spam
9992251494,not spam
6080476000,not spam
8187134757,not spam
9832958262,not spam
6733453358,spam
9298980268,spam
8010031426,not spam
9609899691,spam
7568970531,not spam
7631392584,not spam
8063034318,not spam
6195183319,not spam
7909936715,not spam
7675068013,spam
9267008422,not spam
6911101468,not spam
8904131058,not spam
8568741830,not spam
8443148855,not spam
8388683248,not spam
9376828834,spam
6253458128,not spam
9287087879,not spam
6388599603,not spam
7257770189,not spam
8495194775,not spam
8841218307,not spam
8013658564,spam
7012335787,not spam
8034950844,not spam
9710403187,not spam
6523203299,not spam
7023582093,spam
9275204066,not spam
8047114369,spam
6267860969,spam
7321065705,not spam
6627828001,spam
8047013807,not spam
7457838965,not spam
9944296436,not spam
9254141493,not spam
6212404433,not spam
8289621225,not spam
7009163043,spam
9099085405,spam
7036721989,not spam
8661651013,not spam
9651795599,not spam
6379102061,not spam
8939764748,spam
7624215939,not spam
9092497939,not spam
9539633720,not spam
7441898902,not spam
6706550270,not spam
8418141557,spam
6715233435,not spam
7500744440,not spam
9615319559,not spam
6079906383,not spam
9539613701,not spam
9913457460,spam
6141126441,not spam
7894268722,not spam
9168477978,not spam
9187211749,not spam
7470032408,spam
8091708053,not spam
8883213504,not spam
8308315788,not spam
9516523055,not spam
8538130564,not spam
7612303691,not spam
8458633962,not spam
9332937513,not spam
7483378241,spam
9183786125,not spam
6219989295,spam
8626246520,not spam
6061480149,spam
6274372912,spam
6255213966,not spam
7688660571,spam
6935283346,not spam
8822731888,not spam
8964580608,not spam
9939671004,spam
6673996452,not spam
8892735247,spam
6063446826,not spam
7415882147,spam
6323235161,not spam
6933851666,spam
9295517282,not spam
6760405115,not spam
6396299070,not spam
7266124236,not spam
9915051631,not spam
8520996003,not spam
9676761538,not spam
6894920983,not spam
9488339478,not spam
6404706718,not spam
6518923894,spam
8535466281,spam
9993102029,not spam
7661807160,not spam
8326638077,not spam
7509221602,not spam
7276814340,not spam
9367670267,not spam
6839884333,not spam
8345514073,not spam
9815920327,not spam
8729749075,not spam
9382806476,not spam
7092851159,spam
8713588420,not spam
9640602871,not spam
9462208525,not spam
9504959264,not spam
6844443923,spam
9049499327,not spam
6612345601,spam
6964048608,not spam
9353807927,spam
8230426052,spam
6838808706,not spam
9281278832,not spam
8854013831,not spam
7118108782,not spam
7731113385,spam
6685481906,spam
6330836625,not spam
8436908479,not spam
8056905741,not spam
8180244483,not spam
6524857589,not spam
9228375153,spam
9560117566,not spam
6289838867,not spam
6073731181,not spam
6570306674,not spam
8920918354,not spam
8806769569,not spam
8099417315,not spam
9897089370,not spam
8185748628,not spam
7996465896,spam
6330539646,spam
9892135731,spam
7607930700,spam
8438277460,not spam
8486965238,not spam
9769985998,not spam
8999735725,not spam
6397150704,not spam
9941800756,spam
7899544747,not spam
7789347573,not spam
6895195213,not spam
8699113331,not spam
7279962604,spam
8328641110,not spam
7208609698,spam
9265622720,spam
9003463597,spam
8138376780,not spam
6967590115,not spam
9003605974,not spam
7529350974,spam
9020014185,not spam
6813786942,not spam
6446365362,not spam
9709005680,spam
6152548075,not spam
7272307766,spam
6916109805,not spam
6586900785,not spam
8379630107,not spam
6213102603,not spam
9719405916,spam
8669434172,not spam
7343133410,not spam
6883632120,spam
6828958524,not spam
9588724266,not spam
9226528611,not spam
7525075380,not spam
9219803254,not spam
7617604691,not spam
7134784544,not spam
6183412077,not spam
8106365454,not spam
9626973736,spam
6100466685,not spam
9814782341,not spam
8915400793,not spam
7223589858,not spam
6914741725,spam
8542684054,spam
7955985323,spam
8207039574,not spam
8585267771,not spam
9185131358,not spam
8927236565,not spam
9338539464,spam
8744575553,not spam
6706089495,not spam
7616007154,not spam
7885155579,not spam
9633861370,not spam
9355528192,spam
7626342907,not spam
6977023750,not spam
9545711549,spam
8711232254,not spam
8455935112,not spam
8222209141,not spam
9617933054,spam
7472816241,not spam
9533887619,spam
6011079101,not spam
9786769737,not spam
6433280155,spam
7717107002,spam
8416983311,not spam
9083348589,spam
9574056458,not spam
9537700659,not spam
8903441329,spam
8220937401,not spam
7104933007,spam
9716109981,spam
9974391661,not spam
7330024501,spam
7883020637,spam
9980430867,not spam
7847222533,not spam
7071486823,not spam
8578665462,not spam
7503395715,not spam
7744987123,spam
8338447393,not spam
7664717402,spam
7749749271,not spam
8208121566,not spam
7248827981,spam
8775820401,not spam
8826561744,not spam
6613009341,not spam
6499707844,spam
7200895032,not spam
6193266100,not spam
6699773961,not spam
7253585852,not spam
9866447269,spam
6626692137,spam
8420515508,not spam
6787902830,spam
9543688535,not spam
6101614610,not spam
8022983407,not spam
9338683427,spam
6239580607,spam
9365475614,not spam
8332856251,not spam
6064271513,not spam
8077923457,not spam
8329372726,spam
8066592419,not spam
9780387205,spam
7080213856,spam
8081807174,not spam
9511912261,not spam
9221085781,not spam
8492521475,spam
8132875699,not spam
7976872832,not spam
9574791190,spam
6340361177,not spam
9538736042,not spam
9001113827,not spam
6842437734,not spam
8704204558,spam
6020780846,not spam
7734902792,spam
9757635612,not spam
7731466246,spam
6360379023,not spam
9017768831,spam
6013434075,not spam
6007141736,not spam
9681589224,not spam
7334395343,not spam
6028781005,not spam
9052803421,not spam
9225349609,not spam
7734831957,not spam
7206425725,not spam
8166147006,not spam
7508994218,not spam
7673666088,spam
8695195957,not spam
7697305970,not spam
6953340440,not spam
6398600705,spam
7411320193,not spam
9519111550,not spam
7579698176,not spam
8427524772,not spam
7165336784,spam
6006178378,not spam
6878807771,not spam
8715399664,not spam
8481913538,not spam
6629320554,not spam
9136502713,spam
8215899002,spam
6731349695,spam
7203617758,not spam
8546388460,not spam
9170244950,not spam
6750195191,spam
8896686008,spam
8958003701,not spam
7406934512,not spam
6849699327,not spam
6737319653,not spam
8735359793,spam
6651087050,not spam
6394925458,not spam
7661173187,spam
8354186686,not spam
8353508986,not spam
9427652786,not spam
6534174318,not spam
9785090072,not spam
6252627337,not spam
9816024078,spam
7210336486,not spam
6525028587,not spam
7567574054,spam
8429592381,spam
9726280917,not spam
9872845956,not spam
6771241150,not spam
6417918096,not spam
8041374081,not spam
8148277448,not spam
8027806304,not spam
8098185373,not spam
7026916632,not spam
8501458031,not spam
9585062025,not spam
9278333636,spam
8617228016,not spam
7359511089,spam
7187586894,spam
6765464441,not spam
8041780974,not spam
6822865167,not spam
9408320320,not spam
8833378277,not spam
7623145953,not spam
6569924467,not spam
6303009974,spam
8774387105,spam
7000387663,not spam
9586081994,spam
9813956266,spam
8972026321,not spam
8291058331,spam
7408698305,not spam
6915247107,spam
6517457520,spam
9009722490,not spam
8367246221,not spam
6270584227,not spam
8807921353,not spam
7756420335,not spam
6522735687,spam
9906787186,not spam
9197796185,not spam
7523111459,not spam
8116731947,not spam
8462305026,spam
7549036347,not spam
9849792478,spam
6267123807,not spam
7937707559,not spam
9439894944,not spam
6837717843,not spam
9630198884,not spam
6256561619,not spam
7974717706,not spam
7737519118,not spam
7350463039,not spam
7364761153,not spam
8051729048,not spam
9087162537,not spam
7773180206,not spam
9786625907,not spam
8489810324,spam
8016180357,not spam
8998222285,spam
9070730273,not spam
6074946444,not spam
9490130080,not spam
6947008708,spam
7010983546,not spam
9420585621,not spam
8172709067,not spam
6119186673,not spam
7574708744,spam
9210748774,not spam
6621244867,not spam
7919435715,not spam
9135834475,not spam
8051831234,not spam
9808074551,not spam
8824326446,not spam
7831681016,spam
7916545771,not spam
6721628088,not spam
9462425838,spam
7234388525,not spam
8211192608,not spam
6771106047,not spam
6000643526,spam
9659726833,spam
9847056928,not spam
7325438838,not spam
6032981084,not spam
8790722272,not spam
9858601695,spam
7666780179,spam
6169354627,spam
6071059433,not spam
7763791378,not spam
6600041464,not spam
7494765155,not spam
8397536852,spam
9298061709,not spam
7231193206,not spam
9937845280,not spam
6746024792,not spam
8597511994,spam
9756898528,not spam
7395284631,not spam
9209133975,spam
7365268213,spam
8973310949,not spam
9405465992,not spam
6153793498,not spam
6083818157,not spam
9436939205,not spam
7703287503,spam
8867169140,not spam
9777848411,not spam
7475090259,not spam
6910365444,spam
9638554395,spam
9707719701,not spam
6200740845,spam
6041027292,not spam
6352099729,not spam
9700332110,not spam
6256099979,not spam
6562212503,spam
9155559659,not spam
7837472423,not spam
7963917975,not spam
9677502204,not spam
9698882085,not spam
6652413305,spam
7624259706,not spam
9165818316,not spam
7284183681,spam
8181120296,not spam
8170553957,not spam
8280141549,spam
9372860184,spam
9790212953,not spam
7930210919,not spam
6671764482,not spam
7473977792,not spam
6936970140,not spam
7201520777,spam
7907590926,not spam
7406340204,not spam
6385468624,not spam
6522927130,not spam
7518827416,spam
9419384583,not spam
9947343170,not spam
7094579898,not spam
6656723308,not spam
9473974678,not spam
9163979141,spam
6242300114,not spam
9407825966,not spam
9890925761,not spam
7319534617,spam
8766637230,not spam
7432481523,not spam
9006243969,not spam
6766867221,not spam
8062211417,not spam
6416891341,not spam
8019112878,not spam
9739804948,not spam
6799725897,not spam
9480240885,not spam
7223576925,spam
9699897166,spam
6973975366,spam
7108460921,not spam
9268955913,spam
9755920325,not spam
7211140599,not spam
9896750318,not spam
7680613863,not spam
7087078352,not spam
9437219171,spam
6376921651,spam
7750987271,not spam
8863140174,spam
6240221112,spam
7335439687,not spam
8133937308,not spam
7218355312,not spam
8260462421,not spam
9375215032,not spam
7238987030,spam
6693902538,spam
6084118250,not spam
7642811497,not spam
7050627511,not spam
6907540470,not spam
8003912059,spam
9314516238,spam
7469978224,spam
8497401948,not spam
7713782707,not spam
9777312327,not spam
6967021506,spam
8985993505,not spam
7200827385,spam
8597207374,not spam
7393827796,not spam
7951105989,not spam
8701732640,not spam
7886097912,not spam
9946938225,not spam
9073911345,not spam
6797347813,spam
6871014441,not spam
8419518141,not spam
7534133841,not spam
7564982696,not spam
8913448607,spam
6520499126,spam
8717995932,spam
9513995023,not spam
9219808958,not spam
6235119750,not spam
8583624115,not spam
9979265823,spam
7574219159,spam
6052880902,not spam
8822316457,not spam
6513347102,not spam
7621412074,not spam
9302192974,spam
9628970119,not spam
6738180410,not spam
7974215484,spam
9601150273,spam
6617481815,spam
8186212124,not spam
6621907238,spam
6972781493,not spam
6429176700,not spam
9599449206,not spam
6155087393,spam
8806921059,spam
6016278556,spam
6094927799,spam
7873898788,not spam
7009807061,not spam
7373642742,not spam
8761039593,not spam
7293715676,not spam
9549021077,not spam
7755306844,not spam
9506005344,not spam
8360869263,spam
7775670233,not spam
8929838971,spam
6438968429,not spam
8907011392,spam
6801846917,not spam
7802034167,spam
6746127765,spam
8791651115,spam
8776961245,not spam
8431588616,spam
9766629694,not spam
8165131700,spam
7015746212,spam
8523468988,not spam
9849070593,spam
7020226072,not spam
8338466171,not spam
6339377909,not spam
9344899400,spam
7193958440,spam
9169674231,not spam
6441673085,not spam
6284316291,spam
7312489717,not spam
9981374000,spam
7920912093,spam
7629848068,not spam
9651013949,spam
8707969222,not spam
7214506213,not spam
7786043584,not spam
7767691042,not spam
9130342068,not spam
8587970347,spam
8145249716,not spam
6868204369,not spam
9702457611,not spam
8630226747,not spam
8217960463,not spam
7019050216,not spam
8429147935,not spam
8679374997,not spam
6467033521,not spam
8879867501,not spam
8884509213,not spam
8557841353,not spam
8500087858,spam
7656792136,not spam
8690375810,not spam
9907041333,spam
9500693658,not spam
6267023179,not spam
7697735105,not spam
9536794209,not spam
7787863866,spam
8335344122,not spam
9804667922,not spam
9192272413,not spam
6544795392,not spam
8824815391,not spam
8790545624,spam
7475155996,not spam
8986856036,not spam
8918042397,spam
6915379695,not spam
8231892489,not spam
7200121824,spam
6922853935,not spam
9377536660,not spam
8235798427,spam
6751378070,not spam
7041465815,spam
9214599710,not spam
7144560400,not spam
9955879030,not spam
7852882860,not spam
9173109164,not spam
8095378184,spam
6050254133,not spam
9873145368,not spam
8195136841,not spam
6849811575,not spam
7120883254,spam
9882079534,not spam
6790295042,not spam
7046035129,not spam
8654525275,not spam
8635992152,not spam
8402479671,not spam
8291053481,not spam
7527953978,not spam
6109082511,not spam
6280318869,not spam
9863660880,spam
9926201153,spam
8495024085,spam
9456976619,not spam
9388479577,not spam
6531852018,not spam
8407262897,not spam
8154318035,not spam
9797968578,not spam
9407998071,spam
9444886888,spam
9033497206,spam
8676232064,not spam
7165629319,spam
9108553031,spam
8761991113,not spam
9187396671,not spam
8061898824,not spam
6184287373,not spam
6051371211,spam
6626570337,not spam
6290299862,not spam
6702557510,not spam
6916662185,spam
7354148469,spam
9435842507,not spam
7124788300,not spam
7519665932,not spam
9774312563,not spam
9838328689,not spam
9284221230,spam
6989380214,not spam
6527013173,spam
9961779594,not spam
7703746858,spam
8939741221,not spam
8437706227,not spam
9420981559,not spam
8797660005,spam
6514755181,spam
7792975801,not spam
9204578271,not spam
6472998088,not spam
8392013044,spam
8285539176,not spam
6918331697,not spam
8160339509,not spam
9726119126,not spam
7122285011,spam
8674045022,not spam
7634410626,not spam
8332293166,not spam
6540456257,not spam
8000021651,not spam
8379419670,not spam
7694029787,not spam
8658461187,not spam
8844080541,not spam
6872657291,not spam
7510063476,not spam
6741937888,not spam
7327496686,spam
6228535071,not spam
8489586385,spam
8728920108,not spam
7396512673,spam
6419794927,not spam
8912814176,not spam
8977884109,spam
6872887502,not spam
7180500006,not spam
6646826899,not spam
9521590570,spam
6378836605,not spam
7824898816,not spam
6875602817,not spam
9457402872,not spam
9435402407,spam
9155412049,spam
7214303158,not spam
6480029532,not spam
9701992448,not spam
9606671167,not spam
8690318257,spam
9061202263,not spam
6662460870,not spam
8321780287,not spam
8498728417,not spam
6241950951,spam
6033255298,spam
7730027653,not spam
9166465040,not spam
9054464542,not spam
9538014696,not spam
6015887067,not spam
6046007861,not spam
7378111946,spam
8128526625,not spam
9762039935,not spam
7368192674,spam
8621621558,not spam
8597762181,not spam
9661982250,not spam
8666663711,not spam
6381878089,spam
6618774107,spam
8923440092,not spam
6022860877,spam
9654550842,not spam
8408695720,not spam
7984889445,not spam
6502775305,spam
6412865607,not spam
6578671948,not spam
6807594742,not spam
9150392937,spam
6391573021,spam
9935193336,not spam
6670109408,spam
8985565873,not spam
6763421549,spam
6515774643,not spam
9390216077,not spam
8993656463,not spam
6209792740,spam
8972102861,not spam
6126801344,not spam
6617990729,not spam
9124823143,not spam
8031838189,not spam
8539348184,not spam
8747778383,not spam
8353145965,not spam
6865285532,spam
7985088989,not spam
7296243603,not spam
8455049530,not spam
7933989897,not spam
7704384069,not spam
6468457903,not spam
6306185441,not spam
6933806452,not spam
7084202217,not spam
6028758717,not spam
7812251270,spam
8524171367,spam
6317132901,not spam
7725816709,spam
6958348722,spam
9390895280,not spam
6834529450,not spam
8861143743,not spam
7490332769,not spam
8564891114,not spam
9656330314,spam
8889640081,spam
9992806147,spam
9476443676,not spam
8531576600,not spam
6865422056,spam
9373312995,not spam
9094304548,not spam
9283635465,not spam
6487574002,spam
7847365796,not spam
7438040152,not spam
8839618228,spam
7085693303,not spam
9184049169,not spam
7270438225,not spam
6125639993,not spam
7399353754,spam
8478200096,not spam
7394048100,spam
9807115828,spam
7606023726,not spam
6060996774,not spam
9919323552,not spam
6674956765,not spam
7979465112,spam
6887427611,not spam
6803256750,not spam
6182873516,not spam
6663389518,spam
7513914839,spam
7101991074,not spam
9518613791,not spam
8571107163,not spam
6801565472,not spam
9291053019,not spam
8748505472,not spam
7705845910,not spam
7230616647,not spam
6310600689,not spam
9533213240,not spam
6225376078,not spam
7811703008,spam
8368082487,not spam
8365028709,not spam
9532948184,not spam
6223653042,spam
8010460132,not spam
9010790543,not spam
9983594355,not spam
7194630495,not spam
9610163000,spam
9438906981,not spam
6835115318,spam
6668072980,not spam
7135053550,not spam
8366346790,not spam
8322855005,spam
6974655951,not spam
8328684352,not spam
9574558109,not spam
7972380243,not spam
6975249944,spam
7165362554,not spam
7635339553,not spam
8077773958,not spam
8746016267,spam
8929767553,not spam
8437675241,not spam
7749793445,not spam
8631701963,spam
6331070415,not spam
